ImageNumber,Image_FileName_OrigER,Image_FileName_OrigHoechst,Image_FileName_OrigMito,Image_FileName_OrigPh_golgi,Image_FileName_OrigSyto,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_BROAD_ID,Image_Metadata_CPD_MMOL_CONC,Image_Metadata_CPD_PLATE_MAP_NAME,Image_Metadata_CPD_SMILES,Image_Metadata_CPD_WELL_POSITION,Image_Metadata_PlateID,Image_Metadata_SOURCE_COMPOUND_NAME,Image_Metadata_SOURCE_NAME,Image_Metadata_Site,Image_Metadata_Time,Image_PathName_OrigER,Image_PathName_OrigHoechst,Image_PathName_OrigMito,Image_PathName_OrigPh_golgi,Image_PathName_OrigSyto
840,IXMtest_D22_s3_w2222D2F12-A6D1-4DD9-BA53-7860F309107C.tif,IXMtest_D22_s3_w1EEDF4E60-4188-45A5-98F5-D59E4A128B00.tif,IXMtest_D22_s3_w5EB06CD45-3670-4B03-ABEC-5A233B45F0E1.tif,IXMtest_D22_s3_w43D160C94-1E1D-4439-98C7-127D2C9DD3A9.tif,IXMtest_D22_s3_w3BDECBD49-ABE9-4595-930A-D97D08A42695.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
841,IXMtest_D22_s4_w2DB183EC8-DCDE-4607-8A60-6D66C2B6162B.tif,IXMtest_D22_s4_w1D31E9C0C-6AC5-42F9-931A-0F014FE35233.tif,IXMtest_D22_s4_w5DA6D66AD-5321-4914-AF39-C2B7303C962E.tif,IXMtest_D22_s4_w49320AB91-B932-4F95-8801-0D4B65E27852.tif,IXMtest_D22_s4_w394FCBCAA-7594-41CD-9429-D08A39BBD0FE.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
842,IXMtest_D22_s5_w2ECD3FDFF-8715-4B8D-B459-23B728CAFB1C.tif,IXMtest_D22_s5_w163667DE1-A04C-45CA-8A21-6B1BAA591D3C.tif,IXMtest_D22_s5_w56353F965-00E9-4865-92EC-4F9658097AE7.tif,IXMtest_D22_s5_w49E77D292-74B9-4428-A610-81703418DE7E.tif,IXMtest_D22_s5_w35F1AE481-6F85-47F4-981F-46F2D324369A.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
843,IXMtest_D22_s6_w2611D4829-AE43-4E2A-B5FD-2721071CD8BB.tif,IXMtest_D22_s6_w1A11FD814-B6B3-4136-9259-B4E5E6ADD43D.tif,IXMtest_D22_s6_w5A5524567-8B11-4375-9F19-21F551B46B1B.tif,IXMtest_D22_s6_w4194CDCB4-D68B-453F-BA81-FFD8F1CFC7ED.tif,IXMtest_D22_s6_w303AB1584-CE8A-4BAB-93A5-C6E8A0C53113.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
844,IXMtest_D22_s7_w2791BC630-9948-49DB-B7F0-6C55A0734E1F.tif,IXMtest_D22_s7_w17EB68DAB-1466-4DDA-9D64-3DC83A4871E3.tif,IXMtest_D22_s7_w5610EB993-5A8E-4A09-B86E-2FB60DD21E54.tif,IXMtest_D22_s7_w41ED3282F-0275-4553-BE47-F5CE09B1FFB2.tif,IXMtest_D22_s7_w3C1D1489B-2C1E-42B9-BD8E-D88F004C1153.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
845,IXMtest_D22_s8_w2CF3F9A29-3AC8-44A5-9C77-728706F0E609.tif,IXMtest_D22_s8_w11C298DC0-FD36-4350-86EE-6E79137B8072.tif,IXMtest_D22_s8_w5F196CE87-348E-4E2D-AEBF-91670C139CB3.tif,IXMtest_D22_s8_w46F9FF0F8-6AB6-414E-B98B-3F8E01E16754.tif,IXMtest_D22_s8_w39ADED81A-D29A-499B-B857-3A3E7D32F324.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
846,IXMtest_D22_s9_w225298AE9-490F-4DC7-8729-22229D2D6574.tif,IXMtest_D22_s9_w1391C7163-BDFB-419C-B2A7-435340D58BA2.tif,IXMtest_D22_s9_w5DF10BD74-0A87-418F-B05B-F2A19B0D2EA1.tif,IXMtest_D22_s9_w42CC732D5-18E1-4BBF-AC6C-87345A41E0A8.tif,IXMtest_D22_s9_w3662AB217-5FEC-4677-9EF9-82A166C8203D.tif,compound,BRD-A79067928-001-02-7,4.247679977,H-BIOA-002-1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26,D22,20585,etoposide,Biomol International Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
847,IXMtest_D23_s1_w28FEF1C7B-A2BE-46C7-8B41-A8DDC44614C8.tif,IXMtest_D23_s1_w186D2C4FD-7973-4C10-A48F-2B7B12407564.tif,IXMtest_D23_s1_w546B284CC-E9B5-42CF-B972-A39900FF714F.tif,IXMtest_D23_s1_w45C09FE4E-555A-4DF2-AA1C-D97286B57746.tif,IXMtest_D23_s1_w3A5E10C4E-F14D-4941-9BBE-8AB06FBCC9E8.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,1,1.26756E+12,20585/,20585/,20585/,20585/,20585/
848,IXMtest_D23_s2_w266262959-8932-4CEB-B5E0-0DE4373D009D.tif,IXMtest_D23_s2_w163FD11E4-A11E-49E3-A4B9-49AC9186BF55.tif,IXMtest_D23_s2_w5401BE0C8-C97A-465E-BADF-74DA3FBAAA69.tif,IXMtest_D23_s2_w4D06AC575-4A6E-4E08-A683-73476A3CC9AB.tif,IXMtest_D23_s2_w37A4E7BF5-8F24-4DF4-ADF6-833753DC4896.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,2,1.26756E+12,20585/,20585/,20585/,20585/,20585/
849,IXMtest_D23_s3_w27099628F-B79D-4922-8988-776D08C62142.tif,IXMtest_D23_s3_w100CF6676-FE85-40A9-B85C-51C063B490AE.tif,IXMtest_D23_s3_w581C66DB6-D466-47A1-867B-A017F729B6B2.tif,IXMtest_D23_s3_w4CEE0CCB6-BFAF-432C-A85D-5B4EC2E1D1AE.tif,IXMtest_D23_s3_w38FD17417-A2E4-4E0F-AE40-327E52502BEC.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
850,IXMtest_D23_s4_w26E6A3CBC-B5CE-43ED-B4EF-983BAC605DAF.tif,IXMtest_D23_s4_w149CFD8B2-059B-455B-B4E9-52AC0B73C1E6.tif,IXMtest_D23_s4_w59DEAD2A1-923B-4485-92D2-9E498F2E94FE.tif,IXMtest_D23_s4_w4BC2EB5D6-E6A3-4AF6-A1F7-64EB3F33B339.tif,IXMtest_D23_s4_w3932D11DA-DE1A-4C46-BAA1-C6CF292C6D28.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
851,IXMtest_D23_s5_w219585963-91E1-4953-A16E-29AC33A43CB5.tif,IXMtest_D23_s5_w160361030-9EA7-4CAA-A2CE-AFB5362E3D23.tif,IXMtest_D23_s5_w5554C7044-88B1-485F-8CAE-A9069FC6528A.tif,IXMtest_D23_s5_w4D66A0D1A-ACFD-443B-AE2F-16692C4AAE32.tif,IXMtest_D23_s5_w30BDE88A0-6B84-49AC-A5AD-45E5699B0523.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
852,IXMtest_D23_s6_w2C7D7C9BA-3FF9-4C24-ADA6-BD4B6F865C23.tif,IXMtest_D23_s6_w1BBA26B1D-834A-45BA-B54F-237BC449A4AB.tif,IXMtest_D23_s6_w5851A37FD-CCAA-4120-8AA9-0AC288E94C87.tif,IXMtest_D23_s6_w494EB7A86-9CEA-44CF-BD58-CF45574B496E.tif,IXMtest_D23_s6_w365F2168A-911C-4485-96DA-1CD3CAC3C497.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
853,IXMtest_D23_s7_w23B19CBC8-3574-4235-BB40-AE7FDD41866E.tif,IXMtest_D23_s7_w1E14CB30E-FDA0-4631-A52E-9B2EB6135A30.tif,IXMtest_D23_s7_w5146158C2-B11A-4308-B810-F72F15BE16F0.tif,IXMtest_D23_s7_w4602D3D0B-C839-4E6E-BD92-0AD2D8077209.tif,IXMtest_D23_s7_w36683BAF6-5B07-47DF-9102-8F78B46294D7.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
854,IXMtest_D23_s8_w2E718F966-961D-45FB-9087-08FF1FD7B764.tif,IXMtest_D23_s8_w1CCB9EF8D-D98C-49BE-BDE2-73819ADD38D0.tif,IXMtest_D23_s8_w569FC1046-A2BA-408C-B7A3-3E7786D22C81.tif,IXMtest_D23_s8_w48E96971E-F210-488C-95EB-27FE3496E80B.tif,IXMtest_D23_s8_w3DCA009BF-47C9-45F6-A652-5397C9F517F7.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
855,IXMtest_D23_s9_w2EFA27CC3-B735-4DF6-A385-EB78EC2F6F1F.tif,IXMtest_D23_s9_w1EACAC864-6AC7-4B55-8C3E-F0E5804DEBF6.tif,IXMtest_D23_s9_w50D0A5F06-E0EE-4463-8199-3B4D24B153A2.tif,IXMtest_D23_s9_w4E922D7D0-3780-4EE6-B6C3-EB640EB2E44F.tif,IXMtest_D23_s9_w3FB92060E-742B-46B2-8667-4DA1E9903C57.tif,compound,BRD-K46556543-237-03-0,2.515283491,H-BIOA-002-1,C[C@@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@@]1(O)CCC(=O)O,D23,20585,Canrenoic acid potassium salt,Prestwick Chemical Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
856,IXMtest_D24_s1_w24F5ED8EA-7F4A-4AD3-A15B-220ADE10E92A.tif,IXMtest_D24_s1_w12ADE3C75-4F21-40A5-8878-4CAEF98B0D2D.tif,IXMtest_D24_s1_w5D36E5D43-EC56-4A9B-B225-300646B146A9.tif,IXMtest_D24_s1_w40794A883-0C43-4859-9289-03B968C2205A.tif,IXMtest_D24_s1_w39DC7E0D5-D853-4459-B28F-6AA907FE8F2D.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,1,1.26756E+12,20585/,20585/,20585/,20585/,20585/
857,IXMtest_D24_s2_w2FB1BD7D8-D0E0-472A-8DCA-E6DAA13C1987.tif,IXMtest_D24_s2_w1E32A2D3D-BAE2-47AD-9C2A-1E18BE81FA8F.tif,IXMtest_D24_s2_w51A1F801A-0280-4D6B-94B6-42C5A0AE3E2E.tif,IXMtest_D24_s2_w474C47297-2502-45F6-BB3F-496BFBF4A83B.tif,IXMtest_D24_s2_w32B5FC9C0-8E9C-4C06-BC8C-DF16BB0AE843.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,2,1.26756E+12,20585/,20585/,20585/,20585/,20585/
858,IXMtest_D24_s3_w2B49B34EE-7EF7-4A43-87E3-DD0E76C50BB5.tif,IXMtest_D24_s3_w1977263E7-240A-463F-8D62-370399E5A439.tif,IXMtest_D24_s3_w539493F71-3226-4B1E-BB89-DC97875E0B2A.tif,IXMtest_D24_s3_w41DC66797-E80C-4BFC-8654-53E3F51DE4BA.tif,IXMtest_D24_s3_w33BE86154-6B0E-4D18-90A3-0D9C418C2DB2.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
859,IXMtest_D24_s4_w25EC3105E-03A7-4A1E-9525-A055BC18046C.tif,IXMtest_D24_s4_w125DE017A-D0FA-4A18-A7A0-568EC53B46EC.tif,IXMtest_D24_s4_w5D11F5068-94B0-4CCB-8FAA-820DFB7D2FA6.tif,IXMtest_D24_s4_w4F97AC56A-F6F4-45ED-991D-6B00768D6A49.tif,IXMtest_D24_s4_w3330E5967-1677-4C44-BA6B-3A77DA373E8D.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
860,IXMtest_D24_s5_w292526D04-A200-4BEA-AA02-1FE4FC684CCB.tif,IXMtest_D24_s5_w1E46FF2DD-BEB6-49E3-BD16-7238A0FA1876.tif,IXMtest_D24_s5_w5E5E761CD-7A50-47F5-AD43-050829CAE559.tif,IXMtest_D24_s5_w4998480B7-8104-4445-BCE0-3A725083A579.tif,IXMtest_D24_s5_w33B0805C8-7660-42FD-AA3F-B4DDBD22A0FD.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
861,IXMtest_D24_s6_w2D1B4B655-CD75-4962-B6DA-4CFBAFC2C2F8.tif,IXMtest_D24_s6_w176BD652A-9691-4C76-B4AE-236DEE0B47EA.tif,IXMtest_D24_s6_w59CC1A3A0-899F-42E5-8A63-654E9ED285A5.tif,IXMtest_D24_s6_w41914C5AA-2924-4A7C-AFA7-9CE386E8B714.tif,IXMtest_D24_s6_w340EE4002-6A17-4AC6-B09F-C63AE9AF6B4B.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
862,IXMtest_D24_s7_w2CF01B0C6-E554-4602-9F53-986F8D222D55.tif,IXMtest_D24_s7_w16E95EE59-EF04-43DE-9FD5-B6782C5C0259.tif,IXMtest_D24_s7_w50B1ACC49-98AB-48BC-8F75-A662C039B2C4.tif,IXMtest_D24_s7_w465B35EAA-9582-4135-8D77-9F0B3B6BE35D.tif,IXMtest_D24_s7_w38161A818-6D7A-4522-9F65-9E58734794D8.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
863,IXMtest_D24_s8_w278A658FC-3740-4B5D-9C3D-80377E173C48.tif,IXMtest_D24_s8_w1C1771C2B-8EAB-4E66-95CB-35C1E7BF06E7.tif,IXMtest_D24_s8_w52158CBAC-7A52-49C3-AEBC-5F193D25C6CB.tif,IXMtest_D24_s8_w468883367-3F63-4794-89D2-D3949B51EB8B.tif,IXMtest_D24_s8_w3EEA2B5EC-C5D5-427B-9609-1B67003246B4.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
864,IXMtest_D24_s9_w25F8B335E-6298-4885-A669-7D96DC7FA9D5.tif,IXMtest_D24_s9_w1972EFF4D-F1AB-4AB3-AC9E-3ECB256BBBF3.tif,IXMtest_D24_s9_w5FB1C5C1C-6FAA-4E64-ADE4-0CF7DDAB5710.tif,IXMtest_D24_s9_w4CC9D834F-A976-4EEE-B95A-F1678F6B2C1A.tif,IXMtest_D24_s9_w31636897E-7737-495C-AF8D-7B99A0A33162.tif,compound,BRD-K39356024-001-02-4,7.320922047,H-BIOA-002-1,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,D24,20585,Pregnenolone 16alpha carbonitrile,Biomol International Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
865,IXMtest_E01_s1_w2033F9883-2523-46A1-B2B9-4914FF51073B.tif,IXMtest_E01_s1_w187852BE8-0B2C-4E9C-9BA1-361B74B50061.tif,IXMtest_E01_s1_w58F131E1C-442D-4BE0-AD1B-C9D54A560E59.tif,IXMtest_E01_s1_w4936EDAB8-7EC8-4AAB-A1B1-F8A8FE9B47D7.tif,IXMtest_E01_s1_w3FF7C051D-2E65-4A19-B287-B9DF3D9F2158.tif,mock,,,H-BIOA-002-1,,E01,20585,,,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
866,IXMtest_E01_s2_w2B5603B75-9A04-4A5A-A9C6-0D874FD5B2C1.tif,IXMtest_E01_s2_w18328CA49-B2B6-41FF-B757-379787D743F9.tif,IXMtest_E01_s2_w537F49D51-D9A7-404A-8586-5702867F7221.tif,IXMtest_E01_s2_w481338AB5-C11B-4335-87DC-26ABFC1C67F2.tif,IXMtest_E01_s2_w3362D1636-878B-4420-8238-B7CE9B8C7DC1.tif,mock,,,H-BIOA-002-1,,E01,20585,,,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
867,IXMtest_E01_s3_w2CAC6A44D-6EE4-4C90-BA87-AC55955BB464.tif,IXMtest_E01_s3_w156029B4A-4CB7-42B0-8293-BE9042801444.tif,IXMtest_E01_s3_w5D62A7C19-FDA2-4058-8856-FD272DEA3333.tif,IXMtest_E01_s3_w46DE3F765-B3F2-4EC2-B3FF-F8D2C911FB1A.tif,IXMtest_E01_s3_w30139613E-808F-4823-A1AB-863A160D16B4.tif,mock,,,H-BIOA-002-1,,E01,20585,,,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
868,IXMtest_E01_s4_w2F94F109B-8C45-46C1-BAE8-CBA7DD144FA3.tif,IXMtest_E01_s4_w13796323C-9B2A-43B7-925D-4173E85E0F0C.tif,IXMtest_E01_s4_w5F4A3AADE-9357-448B-A5E2-758EBED7253B.tif,IXMtest_E01_s4_w441306A94-0AFE-41F4-BB27-47FD19B0E12D.tif,IXMtest_E01_s4_w3A9F69415-ACA9-4427-9574-9BEEFA08F005.tif,mock,,,H-BIOA-002-1,,E01,20585,,,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
869,IXMtest_E01_s5_w29A1D0534-1A8B-4C9F-9342-DD267389B529.tif,IXMtest_E01_s5_w1B369F85C-D087-4F96-B9A5-9ED0F187C1E5.tif,IXMtest_E01_s5_w57BE3E435-4650-4963-A1FC-18DD58F9BE6A.tif,IXMtest_E01_s5_w460BCCA50-A1C6-41F6-B486-E56E521D32E7.tif,IXMtest_E01_s5_w32DF5393B-170F-432A-A163-AEAA7D7B770B.tif,mock,,,H-BIOA-002-1,,E01,20585,,,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
870,IXMtest_E01_s6_w2E6B6CD1F-763A-4AFD-8F55-D61649BAFC32.tif,IXMtest_E01_s6_w14B51235C-BB1A-412A-AF3D-D16BF4EF4E1F.tif,IXMtest_E01_s6_w5FCB7A6B3-0521-46F6-BE82-9328FA5F7E9E.tif,IXMtest_E01_s6_w45224DD4B-BFB8-450F-A977-8D2ED23FF9EF.tif,IXMtest_E01_s6_w3D6B3FD11-D720-46AF-96F2-E69E3ED1F2BF.tif,mock,,,H-BIOA-002-1,,E01,20585,,,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
871,IXMtest_E01_s7_w23BC009D6-C931-45CD-B6B6-77EF6EAAD5C8.tif,IXMtest_E01_s7_w1FD38D775-FD6E-4015-AA64-315658F20B43.tif,IXMtest_E01_s7_w56FDD179B-637A-46E7-9D12-728C6CBCD5B1.tif,IXMtest_E01_s7_w4A7662E31-7EDE-4BF9-9B56-66C254C980E9.tif,IXMtest_E01_s7_w3A7EB77BA-38B6-4521-A939-69F8F03FCB38.tif,mock,,,H-BIOA-002-1,,E01,20585,,,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
872,IXMtest_E01_s8_w28D455CF4-5BC4-43DE-B51A-4D0516731119.tif,IXMtest_E01_s8_w1A3C6DE3D-FA44-45B4-A1D4-6AE77EF1A71F.tif,IXMtest_E01_s8_w5B36DF880-E189-4506-B636-F05CECF12550.tif,IXMtest_E01_s8_w46212BD7F-86FE-48F8-A9DE-ACB42467D3BF.tif,IXMtest_E01_s8_w313B32C02-B6EF-4E11-91D1-E97313C960EF.tif,mock,,,H-BIOA-002-1,,E01,20585,,,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
873,IXMtest_E01_s9_w2D8229D22-A584-4562-B907-4576A015EAC2.tif,IXMtest_E01_s9_w19A52FC4E-636A-4FD2-832C-88CF75EB93A9.tif,IXMtest_E01_s9_w5AF6700AA-39F5-4AA5-8B2F-8309C3B5C49B.tif,IXMtest_E01_s9_w42883CE58-4513-4CB4-9FAC-C94E114BB5EF.tif,IXMtest_E01_s9_w376672150-E642-435E-AAED-29B6D8328600.tif,mock,,,H-BIOA-002-1,,E01,20585,,,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
874,IXMtest_E02_s1_w2B424ECB8-2600-49D7-9CB6-42224BF4F331.tif,IXMtest_E02_s1_w195548602-A084-4A54-ABC6-4FF7BD58E642.tif,IXMtest_E02_s1_w5F2678564-1B0A-43BA-B4C8-2B1EA24F5656.tif,IXMtest_E02_s1_w491C52D34-EBE1-46F2-913D-054C3FDE883E.tif,IXMtest_E02_s1_w3412AC8FD-7739-4F7A-A51A-9F194645733E.tif,mock,,,H-BIOA-002-1,,E02,20585,,,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
875,IXMtest_E02_s2_w21B6C8BE2-37B1-411A-857A-168C189762B4.tif,IXMtest_E02_s2_w1C56F28D3-10E4-4172-A0A3-20CBAB8D0037.tif,IXMtest_E02_s2_w5B949122C-A504-49A5-8B20-3C1366EA888E.tif,IXMtest_E02_s2_w455F1024D-BC43-4D57-B937-901B0AC7F7AB.tif,IXMtest_E02_s2_w3B1DEECE6-D50C-45C7-B7AE-D9030C64234D.tif,mock,,,H-BIOA-002-1,,E02,20585,,,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
876,IXMtest_E02_s3_w24A895EA4-A969-4EA1-B5D0-0459AFE65EBC.tif,IXMtest_E02_s3_w15D72B8A3-6031-4F84-9A27-460D3D365171.tif,IXMtest_E02_s3_w5A12A8C24-0CF7-4739-8D63-ABB9B7C0F65F.tif,IXMtest_E02_s3_w410E848F5-F63E-4FBA-A291-ADEFF22A5A90.tif,IXMtest_E02_s3_w35247D98F-B7B7-4F29-9FA7-7BE8B66AA7EE.tif,mock,,,H-BIOA-002-1,,E02,20585,,,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
877,IXMtest_E02_s4_w25A3CE55B-49DE-4E52-BCD5-4B82F451A328.tif,IXMtest_E02_s4_w102964A15-DFBA-4A65-A845-89BAA5BDC1A3.tif,IXMtest_E02_s4_w57761E826-5C0A-4F51-A2D8-632328581E8B.tif,IXMtest_E02_s4_w474DDCEDD-C9B4-4D86-ABF9-815EB85DBE19.tif,IXMtest_E02_s4_w3190A289B-7449-4CDF-8A89-B4C6AE885678.tif,mock,,,H-BIOA-002-1,,E02,20585,,,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
